Parent,ID,Generations,Start,Split,Lifespan,Parent,ID,Valid,Left Frame,Generation,C.Start,C.Split,C.Lifespan,,Notes,Rate,progeny.id,progeny.events,population.time,progeny.mle,,,,,,,,
,,,,,,l491,rt493,T,0,,527,549,2.2,,,,211,,,,,,,,,,,
,,,,,,526,r492,T,0,,345,509,16.4,,,,211,,,,,,,,,,,
,,,,,,r492,lb495,T,0,,510,549,3.9,,,,211,,,,,,,,,,,
,,,,,,r492,rt496,T,0,,510,549,3.9,,,,211,,,,,,,,,,,
211,2263,2,234,1146,15.2,211,2263,T,0,,39,191,15.2,,valid,0.045601788,211,NA,NA,NA,,,,,,,,
2263,2264,2,1146,1584,7.3,2263,2264,T,0,,191,264,7.3,,,0.094951669,211,NA,NA,NA,,,,,,,,
139,185,3,1194,1374,3,139,185,T,1,,199,229,3,,X Left frame,0.23104906,211,NA,NA,NA,,,,,,,,
139,2303,3,1194,1314,2,139,2303,T,0,,199,549,35,,X Corrected; senescent?,0.34657359,211,NA,NA,NA,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
0,308,1,18,288,4.5,0,308,T,0,,3,48,4.5,,,0.154032707,308,4,96,0.041666667,,,,,,,,
308,140,2,294,1272,16.3,308,140,T,0,,49,190,14.1,,valid,0.042524367,308,NA,NA,NA,,,,,,,,
,,,,,,140,lb504,T,0,,191,341,15,,valid,,308,,,,,,,,,,,
,,,,,,lb504,l505,T,0,,342,549,20.7,,,,308,,,,,,,,,,,
,,,,,,lb504,r506,T,0,,342,549,20.7,,,,308,,,,,,,,,,,
,,,,,,140,rt505,T,0,,191,331,14,,,,308,,,,,,,,,,,
,,,,,,rt505,l508,T,1,,332,400,6.8,,X Left frame,,308,,,,,,,,,,,
,,,,,,rt505,r509,T,0,,332,505,17.3,,,,308,,,,,,,,,,,
2265,700,2,1098,2040,15.7,2265,700,T,0,,183,340,15.7,,valid,0.044149502,308,NA,NA,NA,,,,,,,,
308,2265,2,294,1098,13.4,308,2265,T,0,,49,183,13.4,,valid,0.051727402,308,NA,NA,NA,,,,,,,,
2265,2266,2,1098,2010,15.2,2265,2266,T,0,,183,326,14.3,,X Corrected,0.045601788,308,NA,NA,NA,,,,,,,,
,,,,,,2266,l513,T,0,,327,527,20,,,,308,,,,,,,,,,,
,,,,,,l513,lb514,T,0,,528,549,2.1,,,,308,,,,,,,,,,,
,,,,,,l513,rt515,T,0,,528,549,2.1,,,,308,,,,,,,,,,,
,,,,,,2266,r514,T,0,,327,537,21,,,,308,,,,,,,,,,,
,,,,,,r514,lb517,T,0,,538,549,1.1,,,,308,,,,,,,,,,,
,,,,,,r514,rt518,T,0,,538,549,1.1,,,,308,,,,,,,,,,,
700,798,3,2046,2574,8.8,700,798,T,0,,341,549,20.8,,,0.078766725,308,NA,NA,NA,,,,,,,,
2599,1764,3,2430,3294,14.4,2599,1764,F,0,,405,549,14.4,,X illegitimate,0.048135221,308,NA,NA,NA,,,,,,,,
700,2599,3,2046,2430,6.4,700,2599,T,0,,341,549,20.8,,,0.108304247,308,NA,NA,NA,,,,,,,,
2599,2600,3,2430,2508,1.3,2599,2600,F,0,,405,418,1.3,,X illegitimate,0.533190139,308,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1222,1,354,372,0.3,0,1222,T,0,,59,62,0.3,,,2.310490602,1222,9,216,0.041666667,,,,,,,,
1222,142,2,378,1284,15.1,1222,142,T,0,,63,214,15.1,,valid,0.045903787,1222,NA,NA,NA,,,,,,,,
2269,1287,2,2136,3270,18.9,2269,1287,T,0,,356,549,19.3,,EOM,0.036674454,1222,NA,NA,NA,,,,,,,,
2268,1555,2,1260,2220,16,2268,1555,T,0,,210,370,16,,valid,0.043321699,1222,NA,NA,NA,,,,,,,,
1222,2268,2,378,1260,14.7,1222,2268,T,0,,63,210,14.7,,valid,0.047152869,1222,NA,NA,NA,,,,,,,,
2268,2269,2,1260,2136,14.6,2268,2269,T,0,,210,356,14.6,,valid,0.047475834,1222,NA,NA,NA,,,,,,,,
2269,2270,2,2136,3204,17.8,2269,2270,T,0,,356,534,17.8,,valid,0.038940853,1222,NA,NA,NA,,,,,,,,
,,,,,,2270,l531,T,0,,535,549,1.4,,,,1222,,,,,,,,,,,
,,,,,,2270,r532,T,0,,535,549,1.4,,,,1222,,,,,,,,,,,
142,1560,3,1290,2100,13.5,142,1560,T,0,,215,350,13.5,,valid,0.051344236,1222,NA,NA,NA,,,,,,,,
2827,1564,3,1326,1710,6.4,2827,1564,F,0,,221,285,6.4,,X illegitimate,0.108304247,1222,NA,NA,NA,,,,,,,,
1555,1702,3,2226,3294,17.8,1555,1702,T,0,,371,549,17.8,,EOM,0.038940853,1222,NA,NA,NA,,,,,,,,
142,2827,3,1290,1326,0.6,142,2827,T,0,,215,374,15.9,,X Corrected,1.155245301,1222,NA,NA,NA,,,,,,,,
,,,,,,2827,l537,T,0,,375,549,17.4,,,,1222,,,,,,,,,,,
,,,,,,2827,r538,T,0,,375,549,17.4,,,,1222,,,,,,,,,,,
2827,2828,3,1326,1470,2.4,2827,2828,F,0,,221,245,2.4,,X illegitimate,0.288811325,1222,NA,NA,NA,,,,,,,,
1555,2873,3,2226,3294,17.8,1555,2873,T,0,,371,549,17.8,,EOM,0.038940853,1222,NA,NA,NA,,,,,,,,
1564,464,4,1716,2070,5.9,1564,464,T,0,,286,345,5.9,,X illegitimate,0.117482573,1222,NA,NA,NA,,,,,,,,
1560,656,4,2106,2238,2.2,1560,656,T,0,,351,531,18,,X Corrected,0.3150669,1222,NA,NA,NA,,,,,,,,
,,,,,,656,l539,T,0,,532,549,1.7,,,,1222,,,,,,,,,,,
,,,,,,656,r540,T,0,,532,549,1.7,,,,1222,,,,,,,,,,,
2535,2021,4,2940,3294,5.9,2535,2021,T,0,,486,549,6.3,,valid,0.117482573,1222,NA,NA,NA,,,,,,,,
1564,2469,4,1716,3294,26.3,1564,2469,T,0,,286,549,26.3,,X illegitimate,0.026355406,1222,NA,NA,NA,,,,,,,,
1560,2535,4,2106,2940,13.9,1560,2535,T,0,,351,485,13.4,,X Corrected,0.049866704,1222,NA,NA,NA,,,,,,,,
2535,2536,4,2940,3294,5.9,2535,2536,T,0,,486,549,6.3,,valid,0.117482573,1222,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1485,1,18,588,9.5,0,1485,T,0,,3,98,9.5,,,0.072962861,1485,4,78.3,0.051085568,,,,,,,,
1485,148,2,594,1386,13.2,1485,148,T,0,,99,231,13.2,,valid,0.05251115,1485,NA,NA,NA,,,,,,,,
2273,276,2,1422,1476,0.9,2273,276,T,0,,237,388,15.1,,X Corrected,0.770163534,1485,NA,NA,NA,,,,,,,,
,,,,,,276,l553,T,0,,389,549,16,,,,1485,,,,,,,,,,,
,,,,,,276,r554,T,0,,389,549,16,,,,1485,,,,,,,,,,,
1485,2273,2,594,1422,13.8,1485,2273,T,0,,99,237,13.8,,valid,0.050228057,1485,NA,NA,NA,,,,,,,,
2273,2274,2,1422,3294,31.2,2273,2274,T,0,,237,385,14.8,,X Corrected,0.022216256,1485,NA,NA,NA,,,,,,,,
,,,,,,2274,l555,T,0,,386,549,16.3,,,,1485,,,,,,,,,,,
,,,,,,2274,r556,T,0,,386,549,16.3,,,,1485,,,,,,,,,,,
148,270,3,1392,1518,2.1,148,270,T,1,,232,250,1.8,,X Left frame,0.330070086,1485,NA,NA,NA,,,,,,,,
276,285,3,1482,1650,2.8,276,285,F,0,,247,275,2.8,,X illegitmate,0.247552564,1485,NA,NA,NA,,,,,,,,
148,2353,3,1392,1458,1.1,148,2353,T,1,,232,250,1.8,,X Left frame,0.630133801,1485,NA,NA,NA,,,,,,,,
276,2359,3,1482,1704,3.7,276,2359,F,0,,247,284,3.7,,X illegitmate,0.187337076,1485,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,201,1,18,582,9.4,0,201,T,0,,3,97,9.4,,,0.073739062,201,3,76.8,0.0390625,,,,,,,,
201,149,2,588,1470,14.7,201,149,T,0,,98,251,15.3,,X Corrected,0.047152869,201,NA,NA,NA,,,,,,,,
,,,,,,149,lb566,T,0,,252,404,15.2,,,,201,,,,,,,,,,,
,,,,,,lb566,l567,T,0,,405,549,14.4,,,,201,,,,,,,,,,,
,,,,,,lb566,r568,T,0,,405,549,14.4,,,,201,,,,,,,,,,,
,,,,,,149,rt567,T,0,,252,386,13.4,,,,201,,,,,,,,,,,
,,,,,,rt567,l570,T,0,,387,549,16.2,,,,201,,,,,,,,,,,
,,,,,,rt567,r571,T,0,,387,549,16.2,,,,201,,,,,,,,,,,
2275,731,2,1494,2400,15.1,2275,731,T,0,,249,400,15.1,,valid,0.045903787,201,NA,NA,NA,,,,,,,,
201,2275,2,588,1494,15.1,201,2275,T,0,,98,249,15.1,,valid,0.045903787,201,NA,NA,NA,,,,,,,,
2275,2276,2,1494,1704,3.5,2275,2276,T,0,,249,549,30,,X Corrected,0.198042052,201,NA,NA,NA,,,,,,,,
731,1755,3,2406,3294,14.8,731,1755,T,0,,401,549,14.8,,valid,0.046834269,201,NA,NA,NA,,,,,,,,
731,2888,3,2406,2658,4.2,731,2888,T,0,,401,549,14.8,,X Corrected,0.165035043,201,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,191,1,18,636,10.3,0,191,T,0,,3,106,10.3,,,0.067295843,191,2,68.6,0.029154519,,,,,,,,
191,153,2,642,1470,13.8,191,153,T,0,,107,259,15.2,,X Corrected; splits at edge,0.050228057,191,NA,NA,NA,,,,,,,,
,,,,,,153,r580,T,0,,259,403,14.4,,,,191,,,,,,,,,,,
,,,,,,r580,l581,T,0,,404,549,14.5,,,,191,,,,,,,,,,,
,,,,,,r580,r582,T,0,,404,549,14.5,,,,191,,,,,,,,,,,
2281,1588,2,1584,3294,28.5,2281,1588,T,0,,264,438,17.4,,X Corrected,0.024320954,191,NA,NA,NA,,,,,,,,
,,,,,,1588,l584,T,0,,439,549,11,,,,191,,,,,,,,,,,
,,,,,,1588,r585,T,0,,439,549,11,,,,191,,,,,,,,,,,
191,2281,2,642,1584,15.7,191,2281,T,0,,107,264,15.7,,valid,0.044149502,191,NA,NA,NA,,,,,,,,
2281,2282,2,1584,1602,0.3,2281,2282,T,1,,264,267,0.3,,X Left frame,2.310490602,191,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1502,1,18,828,13.5,0,1502,T,0,,3,138,13.5,,,0.051344236,1502,3,90.3,0.033222591,,,,,,,,
1502,165,2,834,1362,8.8,1502,165,T,1,,139,227,8.8,,X Left frame,0.078766725,1502,NA,NA,NA,,,,,,,,
2289,1629,2,1872,3084,20.2,2289,1629,T,0,,312,514,20.2,,valid,0.034314217,1502,NA,NA,NA,,,,,,,,
1502,2289,2,834,1872,17.3,1502,2289,T,0,,139,312,17.3,,valid,0.040066311,1502,NA,NA,NA,,,,,,,,
2289,2290,2,1872,3294,23.7,2289,2290,T,0,,312,544,23.2,,,0.029246716,1502,NA,NA,NA,,,,,,,,
,,,,,,2290,l594,T,0,,545,549,0.4,,,,1502,,,,,,,,,,,
,,,,,,2290,r595,T,0,,545,549,0.4,,,,1502,,,,,,,,,,,
1629,2141,3,3090,3294,3.4,1629,2141,T,0,,515,549,3.4,,valid,0.203866818,1502,NA,NA,NA,,,,,,,,
1629,2935,3,3090,3294,3.4,1629,2935,T,0,,515,549,3.4,,valid,0.203866818,1502,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1495,1,18,90,1.2,0,1495,T,0,,3,15,1.2,,,0.57762265,1495,5,168.4,0.029691211,,,,,,,,
1495,940,2,96,990,14.9,1495,940,T,0,,16,165,14.9,,valid,0.046519945,1495,NA,NA,NA,,,,,,,,
2637,1227,2,876,3072,36.6,2637,1227,T,0,,146,297,15.1,,X Corrected,0.018938448,1495,NA,NA,NA,,,,,,,,
,,,,,,1227,l602,T,0,,298,473,17.5,,,,1495,,,,,,,,,,,
,,,,,,l602,lb603,T,0,,474,549,7.5,,,,1495,,,,,,,,,,,
,,,,,,l602,rt604,T,0,,474,549,7.5,,,,1495,,,,,,,,,,,
,,,,,,1227,r603,T,0,,298,489,19.1,,,,1495,,,,,,,,,,,
,,,,,,r603,lb606,T,0,,490,549,5.9,,,,1495,,,,,,,,,,,
,,,,,,r603,rt607,T,0,,490,549,5.9,,,,1495,,,,,,,,,,,
2638,1260,2,1794,2994,20,2638,1260,F,0,,299,499,20,,X illegitimate,0.034657359,1495,NA,NA,NA,,,,,,,,
1495,2637,2,96,876,13,1495,2637,T,0,,16,146,13,,valid,0.053319014,1495,NA,NA,NA,,,,,,,,
2637,2638,2,876,1794,15.3,2637,2638,T,0,,146,293,14.7,,X Corrected,0.045303737,1495,NA,NA,NA,,,,,,,,
,,,,,,2638,lb611,T,0,,294,488,19.4,,,,1495,,,,,,,,,,,
,,,,,,lb611,x612,T,0,,489,549,6,,,,1495,,,,,,,,,,,
,,,,,,lb611,y613,T,0,,489,549,6,,,,1495,,,,,,,,,,,
,,,,,,2638,rt612,T,0,,294,480,18.6,,,,1495,,,,,,,,,,,
,,,,,,rt612,x615,T,0,,481,549,6.8,,,,1495,,,,,,,,,,,
,,,,,,rt612,y616,T,0,,481,549,6.8,,,,1495,,,,,,,,,,,
2638,2639,2,1794,3294,25,2638,2639,F,0,,299,549,25,,X illegitimate,0.027725887,1495,NA,NA,NA,,,,,,,,
940,171,3,996,1332,5.6,940,171,T,0,,166,357,19.1,,valid,0.123776282,1495,NA,NA,NA,,,,,,,,
,,,,,,171,l607,T,0,,358,549,19.1,,,,1495,,,,,,,,,,,
,,,,,,171,r608,T,0,,358,549,19.1,,,,1495,,,,,,,,,,,
1260,2070,3,3000,3294,4.9,1260,2070,T,0,,500,549,4.9,,,0.141458608,1495,NA,NA,NA,,,,,,,,
940,2294,3,996,2814,30.3,940,2294,T,0,,166,391,22.5,,X Corrected,0.022876145,1495,NA,NA,NA,,,,,,,,
,,,,,,2294,l611,T,0,,392,549,15.7,,,,1495,,,,,,,,,,,
,,,,,,2294,r612,T,0,,392,549,15.7,,,,1495,,,,,,,,,,,
1260,2927,3,3000,3096,1.6,1260,2927,T,0,,500,516,1.6,,,0.433216988,1495,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,678,1,204,1098,14.9,0,678,T,0,,34,183,14.9,,,0.046519945,678,2,61.3,0.032626427,,,,,,,,
678,178,2,1104,1392,4.8,678,178,T,0,,184,331,14.7,,X Corrected,0.144405663,678,NA,NA,NA,,,,,,,,
,,,,,,178,l629,T,0,,332,549,21.7,,,,678,,,,,,,,,,,
,,,,,,178,r630,T,0,,332,549,21.7,,,,678,,,,,,,,,,,
2298,1678,2,2142,3294,19.2,2298,1678,T,0,,357,549,19.2,,,0.036101416,678,NA,NA,NA,,,,,,,,
678,2298,2,1104,2142,17.3,678,2298,T,0,,184,357,17.3,,valid,0.040066311,678,NA,NA,NA,,,,,,,,
2298,2299,2,2142,2448,5.1,2298,2299,T,0,,357,549,19.2,,X Corrected,0.135911212,678,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,934,1,18,228,3.5,0,934,T,0,,3,38,3.5,,,0.198042052,934,4,96,0.041666667,,,,,,,,
934,509,2,234,1110,14.6,934,509,T,0,,39,185,14.6,,valid,0.047475834,934,NA,NA,NA,,,,,,,,
2480,601,2,1884,2232,5.8,2480,601,F,0,,314,372,5.8,,X illegitimate,0.119508135,934,NA,NA,NA,,,,,,,,
934,2480,2,234,1884,27.5,934,2480,T,0,,39,182,14.3,,X Corrected,0.025205352,934,NA,NA,NA,,,,,,,,
,,,,,,2480,l639,T,0,,183,308,12.5,,,,934,,,,,,,,,,,
,,,,,,l639,b640,T,0,,309,458,14.9,,,,934,,,,,,,,,,,
,,,,,,b640,x641,T,0,,459,549,9,,,,934,,,,,,,,,,,
,,,,,,b640,y642,T,0,,459,549,9,,,,934,,,,,,,,,,,
,,,,,,l639,t641,T,0,,309,469,16,,,,934,,,,,,,,,,,
,,,,,,t641,x644,T,0,,470,549,7.9,,,,934,,,,,,,,,,,
,,,,,,t641,y645,T,0,,470,549,7.9,,,,934,,,,,,,,,,,
,,,,,,2480,r640,T,0,,183,315,13.2,,,,934,,,,,,,,,,,
,,,,,,r640,lb647,T,0,,316,518,20.2,,,,934,,,,,,,,,,,
,,,,,,lb647,x648,T,0,,519,549,3,,,,934,,,,,,,,,,,
,,,,,,lb647,y649,T,0,,519,549,3,,,,934,,,,,,,,,,,
,,,,,,r640,rt650,T,0,,316,549,23.3,,,,934,,,,,,,,,,,
2480,2481,2,1884,2694,13.5,2480,2481,F,0,,314,449,13.5,,X illegitimate,0.051344236,934,NA,NA,NA,,,,,,,,
509,179,3,1116,1428,5.2,509,179,T,0,,186,313,12.7,,,0.133297535,934,NA,NA,NA,,,,,,,,
,,,,,,179,lb641,T,0,,314,519,20.5,,,,934,,,,,,,,,,,
,,,,,,lb641,l642,T,0,,520,549,2.9,,,,934,,,,,,,,,,,
,,,,,,lb641,r643,T,0,,520,549,2.9,,,,934,,,,,,,,,,,
,,,,,,179,rt642,T,0,,314,493,17.9,,,,934,,,,,,,,,,,
,,,,,,rt642,l645,T,0,,494,549,5.5,,,,934,,,,,,,,,,,
,,,,,,rt642,r646,T,0,,494,549,5.5,,,,934,,,,,,,,,,,
2300,610,3,1920,2250,5.5,2300,610,T,0,,320,546,22.6,,X Corrected,0.12602676,934,NA,NA,NA,,,,,,,,
,,,,,,610,l648,T,0,,547,549,0.2,,,,934,,,,,,,,,,,
,,,,,,610,r649,T,0,,547,549,0.2,,,,934,,,,,,,,,,,
509,2300,3,1116,1920,13.4,509,2300,T,0,,186,320,13.4,,valid,0.051727402,934,NA,NA,NA,,,,,,,,
2300,2301,3,1920,2340,7,2300,2301,T,0,,320,496,17.6,,X Corrected,0.099021026,934,NA,NA,NA,,,,,,,,
,,,,,,2301,l652,T,0,,497,549,5.2,,,,934,,,,,,,,,,,
,,,,,,2301,r653,T,0,,497,549,5.2,,,,934,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1217,1,18,312,4.9,0,1217,T,0,,3,52,4.9,,,0.141458608,1217,3,91.6,0.032751092,,,,,,,,
1217,215,2,318,1188,14.5,1217,215,T,0,,53,198,14.5,,valid,0.047803254,1217,NA,NA,NA,,,,,,,,
2311,528,2,1146,2094,15.8,2311,528,T,0,,191,549,35.8,,X Corrected,0.043870075,1217,NA,NA,NA,,,,,,,,
1217,2311,2,318,1146,13.8,1217,2311,T,0,,53,191,13.8,,valid,0.050228057,1217,NA,NA,NA,,,,,,,,
2311,2312,2,1146,3102,32.6,2311,2312,T,0,,191,549,35.8,,X Corrected,0.021262183,1217,NA,NA,NA,,,,,,,,
215,184,3,1194,1368,2.9,215,184,T,0,,199,358,15.9,,X Corrected,0.239016269,1217,NA,NA,NA,,,,,,,,
,,,,,,184,l673,T,0,,359,549,19,,,,1217,,,,,,,,,,,
,,,,,,184,r674,T,0,,359,549,19,,,,1217,,,,,,,,,,,
215,2302,3,1194,1620,7.1,215,2302,T,0,,199,335,13.6,,X Corrected,0.097626363,1217,NA,NA,NA,,,,,,,,
,,,,,,2302,l676,T,0,,336,549,21.3,,,,1217,,,,,,,,,,,
,,,,,,2302,r677,T,0,,336,549,21.3,,,,1217,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,192,1,18,636,10.3,0,192,T,0,,3,106,10.3,,,0.067295843,192,3,83.4,0.035971223,,,,,,,,
192,327,2,642,1482,14,192,327,T,0,,107,247,14,,valid,0.049510513,192,NA,NA,NA,,,,,,,,
2387,386,2,1452,1818,6.1,2387,386,T,1,,242,303,6.1,,X Left frame,0.113630685,192,NA,NA,NA,,,,,,,,
192,2387,2,642,1452,13.5,192,2387,T,0,,107,242,13.5,,valid,0.051344236,192,NA,NA,NA,,,,,,,,
2387,2388,2,1452,1656,3.4,2387,2388,T,1,,242,300,5.8,,X Left frame,0.203866818,192,NA,NA,NA,,,,,,,,
327,1581,3,1488,3294,30.1,327,1581,T,0,,248,415,16.7,,X Corrected,0.023028146,192,NA,NA,NA,,,,,,,,
,,,,,,1581,l685,T,0,,416,549,13.3,,,,192,,,,,,,,,,,
,,,,,,1581,r686,T,0,,416,549,13.3,,,,192,,,,,,,,,,,
327,2838,3,1488,1848,6,327,2838,T,0,,248,397,14.9,,X Corrected,0.11552453,192,NA,NA,NA,,,,,,,,
,,,,,,2838,l688,T,0,,398,549,15.1,,,,192,,,,,,,,,,,
,,,,,,2838,r689,T,0,,398,549,15.1,,,,192,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,194,1,18,678,11,0,194,T,0,,3,113,11,,,0.06301338,194,3,92.8,0.032327586,,,,,,,,
2437,390,2,1488,2046,9.3,2437,390,T,0,,248,418,17,,X Corrected,0.074531955,194,NA,NA,NA,,,,,,,,
,,,,,,390,l693,T,0,,419,549,13,,,,194,,,,,,,,,,,
,,,,,,390,r694,T,0,,419,549,13,,,,194,,,,,,,,,,,
194,513,2,684,1500,13.6,194,513,T,0,,114,250,13.6,,valid,0.050966704,194,NA,NA,NA,,,,,,,,
194,2437,2,684,1488,13.4,194,2437,T,0,,114,248,13.4,,valid,0.051727402,194,NA,NA,NA,,,,,,,,
2437,2438,2,1488,1686,3.3,2437,2438,T,0,,248,461,21.3,,X Corrected,0.2100446,194,NA,NA,NA,,,,,,,,
,,,,,,2438,l698,T,0,,462,549,8.7,,,,194,,,,,,,,,,,
,,,,,,2438,r699,T,0,,462,549,8.7,,,,194,,,,,,,,,,,
513,1246,3,1506,3222,28.6,513,1246,T,0,,251,413,16.2,,X Corrected,0.024235915,194,NA,NA,NA,,,,,,,,
,,,,,,1246,l701,T,0,,414,549,13.5,,,,194,,,,,,,,,,,
,,,,,,1246,r702,T,0,,414,549,13.5,,,,194,,,,,,,,,,,
513,2750,3,1506,2322,13.6,513,2750,T,0,,251,432,18.1,,X Corrected,0.050966704,194,NA,NA,NA,,,,,,,,
,,,,,,2750,l704,T,0,,433,549,11.6,,,,194,,,,,,,,,,,
,,,,,,2750,r705,T,0,,433,549,11.6,,,,194,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,195,1,18,534,8.6,0,195,T,0,,3,89,8.6,,,0.080598509,195,3,111.2,0.026978417,,,,,,,,
2571,720,2,1398,2298,15,2571,720,T,0,,233,383,15,,valid,0.046209812,195,NA,NA,NA,,,,,,,,
195,1521,2,540,3294,45.9,195,1521,T,0,,90,249,15.9,,X Corrected; TRIPOLAR,0.015101246,195,NA,NA,NA,,,,,,,,
,,,,,,1521,a1,T,0,,250,549,29.9,,tri,,195,,,,,,,,,,,
,,,,,,1521,a2,T,0,,250,549,29.9,,tri,,195,,,,,,,,,,,
,,,,,,1521,a3,T,0,,250,549,29.9,,tri,,195,,,,,,,,,,,
195,2571,2,540,1398,14.3,195,2571,T,0,,90,233,14.3,,valid,0.048471831,195,NA,NA,NA,,,,,,,,
2571,2572,2,1398,1746,5.8,2571,2572,T,0,,233,403,17,,X Corrected,0.119508135,195,NA,NA,NA,,,,,,,,
,,,,,,2572,l715,T,0,,404,549,14.5,,,,195,,,,,,,,,,,
,,,,,,2572,r716,T,0,,404,549,14.5,,,,195,,,,,,,,,,,
720,1729,3,2304,3294,16.5,720,1729,T,0,,384,549,16.5,,,0.04200892,195,NA,NA,NA,,,,,,,,
720,2878,3,2304,2610,5.1,720,2878,T,0,,384,549,16.5,,X Corrected,0.135911212,195,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,196,1,18,540,8.7,0,196,T,0,,3,90,8.7,,,0.07967209,196,3,57.9,0.051813472,,,,,,,,
196,218,2,546,1506,16,196,218,T,0,,91,251,16,,valid,0.043321699,196,NA,NA,NA,,,,,,,,
2316,273,2,1404,1530,2.1,2316,273,T,1,,234,400,16.6,,X Left frame,0.330070086,196,NA,NA,NA,,,,,,,,
196,2316,2,546,1404,14.3,196,2316,T,0,,91,234,14.3,,valid,0.048471831,196,NA,NA,NA,,,,,,,,
2316,2317,2,1404,1674,4.5,2316,2317,T,0,,234,381,14.7,,X Corrected,0.154032707,196,NA,NA,NA,,,,,,,,
218,549,3,1512,2226,11.9,218,549,T,1,,252,400,14.8,,X Left frame,0.058247662,196,NA,NA,NA,,,,,,,,
218,2508,3,1512,1536,0.4,218,2508,T,1,,252,400,14.8,,X Left frame,1.732867951,196,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,197,1,18,462,7.4,0,197,T,0,,3,77,7.4,,,0.093668538,197,3,90.3,0.033222591,,,,,,,,
197,320,2,468,1452,16.4,197,320,T,0,,78,242,16.4,,valid,0.042265072,197,NA,NA,NA,,,,,,,,
2378,543,2,1446,2298,14.2,2378,543,T,0,,241,383,14.2,,valid,0.048813182,197,NA,NA,NA,,,,,,,,
,,,,,,543,l-731,T,0,,384,549,16.5,,,,197,,,,,,,,,,,
,,,,,,543,r-732,T,0,,384,549,16.5,,,,197,,,,,,,,,,,
197,2378,2,468,1446,16.3,197,2378,T,0,,78,241,16.3,,valid,0.042524367,197,NA,NA,NA,,,,,,,,
2378,2379,2,1446,1710,4.4,2378,2379,T,0,,241,390,14.9,,X Corrected,0.15753345,197,NA,NA,NA,,,,,,,,
,,,,,,2379,l-735,T,0,,391,549,15.8,,,,197,,,,,,,,,,,
,,,,,,2379,r-736,T,0,,391,549,15.8,,,,197,,,,,,,,,,,
320,974,3,1458,2868,23.5,320,974,T,0,,243,378,13.5,,X Corrected,0.029495625,197,NA,NA,NA,,,,,,,,
,,,,,,974,l-738,T,0,,379,549,17,,,,197,,,,,,,,,,,
,,,,,,974,r-739,T,0,,379,549,17,,,,197,,,,,,,,,,,
320,2662,3,1458,1944,8.1,320,2662,T,0,,243,406,16.3,,X Corrected,0.085573726,197,NA,NA,NA,,,,,,,,
,,,,,,2662,l-741,T,0,,407,549,14.2,,,,197,,,,,,,,,,,
,,,,,,2662,r-742,T,0,,407,549,14.2,,,,197,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,200,1,18,810,13.2,0,200,T,0,,3,135,13.2,,,0.05251115,200,2,82.7,0.024183797,,,,,,,,
200,950,2,816,1788,16.2,200,950,T,0,,136,298,16.2,,valid,0.042786863,200,NA,NA,NA,,,,,,,,
200,2645,2,816,1500,11.4,200,2645,T,0,,136,279,14.3,,X Corrected,0.060802384,200,NA,NA,NA,,,,,,,,
,,,,,,2645,lb747,T,0,,280,467,18.7,,X Corrected,,200,,,,,,,,,,,
,,,,,,lb747,l-748,T,0,,468,549,8.1,,,,200,,,,,,,,,,,
,,,,,,lb747,r-749,T,0,,468,549,8.1,,,,200,,,,,,,,,,,
,,,,,,2645,rt748,T,0,,280,497,21.7,,X Corrected,,200,,,,,,,,,,,
,,,,,,rt748,l-751,T,0,,498,549,5.1,,,,200,,,,,,,,,,,
,,,,,,rt748,r-752,T,0,,498,549,5.1,,,,200,,,,,,,,,,,
950,1618,3,1794,3294,25,950,1618,T,0,,299,545,24.6,,X Corrected,0.027725887,200,NA,NA,NA,,,,,,,,
,,,,,,1618,l-754,T,0,,546,549,0.3,,,,200,,,,,,,,,,,
,,,,,,1618,r-755,T,0,,546,549,0.3,,,,200,,,,,,,,,,,
950,2851,3,1794,2808,16.9,950,2851,T,0,,299,529,23,,X Corrected,0.041014626,200,NA,NA,NA,,,,,,,,
