Parent,ID,Generations,Start,Split,Lifespan,Parent,ID,Valid,Left Frame,Generation,C.Start,C.Split,C.Lifespan,,Notes,Rate,progeny.id,progeny.events,population.time,progeny.mle,,,,,,,,
941,2409,2,954,1734,13,941,2409,,0,,159,289,13,,,0.053319014,941,NA,NA,NA,,,,,,,,
2409,2410,2,1734,2736,16.7,2409,2410,,0,,289,456,16.7,,,0.041505819,941,NA,NA,NA,,,,,,,,
2410,2411,2,2736,2940,3.4,2410,2411,,0,,456,490,3.4,,,0.203866818,941,NA,NA,NA,,,,,,,,
347,467,3,1734,2058,5.4,347,467,,0,,289,343,5.4,,,0.128360589,941,NA,NA,NA,,,,,,,,
347,2471,3,1734,1788,0.9,347,2471,,0,,289,298,0.9,,,0.770163534,941,NA,NA,NA,,,,,,,,
0,935,1,18,156,2.3,0,935,,0,,3,26,2.3,,,0.301368339,935,4,136.9,0.029218408,,,,,,,,
2678,1001,2,1848,2790,15.7,2678,1001,,0,,308,465,15.7,,,0.044149502,935,NA,NA,NA,,,,,,,,
935,1509,2,162,954,13.2,935,1509,,0,,27,159,13.2,,,0.05251115,935,NA,NA,NA,,,,,,,,
935,2678,2,162,1848,28.1,935,2678,,0,,27,308,28.1,,,0.024667159,935,NA,NA,NA,,,,,,,,
2678,2679,2,1848,2832,16.4,2678,2679,,0,,308,472,16.4,,,0.042265072,935,NA,NA,NA,,,,,,,,
1509,348,3,960,1704,12.4,1509,348,,0,,160,284,12.4,,,0.055898966,935,NA,NA,NA,,,,,,,,
1509,2412,3,960,3294,38.9,1509,2412,,0,,160,549,38.9,,,0.017818694,935,NA,NA,NA,,,,,,,,
348,461,4,1710,2046,5.6,348,461,,0,,285,341,5.6,,,0.123776282,935,NA,NA,NA,,,,,,,,
348,2468,4,1710,1968,4.3,348,2468,,0,,285,328,4.3,,,0.161197019,935,NA,NA,NA,,,,,,,,
0,496,1,18,198,3,0,496,,0,,3,33,3,,,0.23104906,496,5,163.8,0.030525031,,,,,,,,
496,942,2,204,1020,13.6,496,942,,0,,34,170,13.6,,,0.050966704,496,NA,NA,NA,,,,,,,,
2640,1552,2,1224,3294,34.5,2640,1552,,0,,204,549,34.5,,,0.020091223,496,NA,NA,NA,,,,,,,,
2641,1675,2,2112,3294,19.7,2641,1675,,0,,352,549,19.7,,,0.035185136,496,NA,NA,NA,,,,,,,,
496,2640,2,204,1224,17,496,2640,,0,,34,204,17,,,0.040773364,496,NA,NA,NA,,,,,,,,
2640,2641,2,1224,2112,14.8,2640,2641,,0,,204,352,14.8,,,0.046834269,496,NA,NA,NA,,,,,,,,
2641,2642,2,2112,2118,0.1,2641,2642,,0,,352,353,0.1,,,6.931471806,496,NA,NA,NA,,,,,,,,
942,353,3,1026,1770,12.4,942,353,,0,,171,295,12.4,,,0.055898966,496,NA,NA,NA,,,,,,,,
942,2418,3,1026,2850,30.4,942,2418,,0,,171,475,30.4,,,0.022800894,496,NA,NA,NA,,,,,,,,
353,752,4,1776,2622,14.1,353,752,,0,,296,437,14.1,,,0.049159375,496,NA,NA,NA,,,,,,,,
353,2586,4,1776,2028,4.2,353,2586,,0,,296,338,4.2,,,0.165035043,496,NA,NA,NA,,,,,,,,
0,1491,1,18,834,13.6,0,1491,,0,,3,139,13.6,,,0.050966704,1491,5,141.7,0.035285815,,,,,,,,
2421,356,2,1074,1578,8.4,2421,356,,0,,179,263,8.4,,,0.082517521,1491,NA,NA,NA,,,,,,,,
1491,953,2,840,1704,14.4,1491,953,,0,,140,284,14.4,,,0.048135221,1491,NA,NA,NA,,,,,,,,
2422,1251,2,1614,3102,24.8,2422,1251,,0,,269,517,24.8,,,0.027949483,1491,NA,NA,NA,,,,,,,,
1491,2421,2,840,1074,3.9,1491,2421,,0,,140,179,3.9,,,0.177730046,1491,NA,NA,NA,,,,,,,,
2421,2422,2,1074,1614,9,2421,2422,,0,,179,269,9,,,0.077016353,1491,NA,NA,NA,,,,,,,,
2422,2423,2,1614,3294,28,2422,2423,,0,,269,549,28,,,0.024755256,1491,NA,NA,NA,,,,,,,,
356,410,3,1584,1878,4.9,356,410,,0,,264,313,4.9,,,0.141458608,1491,NA,NA,NA,,,,,,,,
953,570,3,1710,2352,10.7,953,570,,0,,285,392,10.7,,,0.06478011,1491,NA,NA,NA,,,,,,,,
356,2446,3,1584,1794,3.5,356,2446,,0,,264,299,3.5,,,0.198042052,1491,NA,NA,NA,,,,,,,,
953,2514,3,1710,2940,20.5,953,2514,,0,,285,490,20.5,,,0.033812058,1491,NA,NA,NA,,,,,,,,
0,1496,1,18,288,4.5,0,1496,,0,,3,48,4.5,,,0.154032707,1496,4,130.1,0.03074558,,,,,,,,
1496,510,2,294,1146,14.2,1496,510,,0,,49,191,14.2,,,0.048813182,1496,NA,NA,NA,,,,,,,,
2482,529,2,1158,2250,18.2,2482,529,,0,,193,375,18.2,,,0.03808501,1496,NA,NA,NA,,,,,,,,
2483,1289,2,2142,3090,15.8,2483,1289,,0,,357,515,15.8,,,0.043870075,1496,NA,NA,NA,,,,,,,,
1496,2482,2,294,1158,14.4,1496,2482,,0,,49,193,14.4,,,0.048135221,1496,NA,NA,NA,,,,,,,,
2482,2483,2,1158,2142,16.4,2482,2483,,0,,193,357,16.4,,,0.042265072,1496,NA,NA,NA,,,,,,,,
2483,2484,2,2142,3294,19.2,2483,2484,,0,,357,549,19.2,,,0.036101416,1496,NA,NA,NA,,,,,,,,
510,361,3,1152,1782,10.5,510,361,,0,,192,297,10.5,,,0.066014017,1496,NA,NA,NA,,,,,,,,
510,2424,3,1152,2166,16.9,510,2424,,0,,192,361,16.9,,,0.041014626,1496,NA,NA,NA,,,,,,,,
0,502,1,18,426,6.8,0,502,,0,,3,71,6.8,,,0.101933409,502,5,140.9,0.03548616,,,,,,,,
502,682,2,432,1242,13.5,502,682,,0,,72,207,13.5,,,0.051344236,502,NA,NA,NA,,,,,,,,
2543,1288,2,2136,3240,18.4,2543,1288,,0,,356,540,18.4,,,0.037671042,502,NA,NA,NA,,,,,,,,
2542,1551,2,1212,3294,34.7,2542,1551,,0,,202,549,34.7,,,0.019975423,502,NA,NA,NA,,,,,,,,
502,2542,2,432,1212,13,502,2542,,0,,72,202,13,,,0.053319014,502,NA,NA,NA,,,,,,,,
2542,2543,2,1212,2136,15.4,2542,2543,,0,,202,356,15.4,,,0.045009557,502,NA,NA,NA,,,,,,,,
2543,2544,2,2136,2190,0.9,2543,2544,,0,,356,365,0.9,,,0.770163534,502,NA,NA,NA,,,,,,,,
682,369,3,1248,2010,12.7,682,369,,0,,208,335,12.7,,,0.054578518,502,NA,NA,NA,,,,,,,,
2426,1086,3,2424,2712,4.8,2426,1086,,0,,404,452,4.8,,,0.144405663,502,NA,NA,NA,,,,,,,,
682,2426,3,1248,2424,19.6,682,2426,,0,,208,404,19.6,,,0.035364652,502,NA,NA,NA,,,,,,,,
2426,2427,3,2424,2490,1.1,2426,2427,,0,,404,415,1.1,,,0.630133801,502,NA,NA,NA,,,,,,,,
0,1515,1,402,1248,14.1,0,1515,,0,,67,208,14.1,,,0.049159375,1515,2,74.1,0.026990553,,,,,,,,
1515,370,2,1254,2070,13.6,1515,370,,0,,209,345,13.6,,,0.050966704,1515,NA,NA,NA,,,,,,,,
2428,1029,2,2166,2910,12.4,2428,1029,,0,,361,485,12.4,,,0.055898966,1515,NA,NA,NA,,,,,,,,
1515,2428,2,1254,2166,15.2,1515,2428,,0,,209,361,15.2,,,0.045601788,1515,NA,NA,NA,,,,,,,,
2428,2429,2,2166,3294,18.8,2428,2429,,0,,361,549,18.8,,,0.036869531,1515,NA,NA,NA,,,,,,,,
0,673,1,18,252,3.9,0,673,,0,,3,42,3.9,,,0.177730046,673,5,133.2,0.037537538,,,,,,,,
2433,374,2,1308,1836,8.8,2433,374,,0,,218,306,8.8,,,0.078766725,673,NA,NA,NA,,,,,,,,
673,1221,2,258,1266,16.8,673,1221,,0,,43,211,16.8,,,0.041258761,673,NA,NA,NA,,,,,,,,
673,2433,2,258,1308,17.5,673,2433,,0,,43,218,17.5,,,0.03960841,673,NA,NA,NA,,,,,,,,
2433,2434,2,1308,2382,17.9,2433,2434,,0,,218,397,17.9,,,0.038723306,673,NA,NA,NA,,,,,,,,
1221,709,3,1272,2388,18.6,1221,709,,0,,212,398,18.6,,,0.037265977,673,NA,NA,NA,,,,,,,,
1221,2563,3,1272,3036,29.4,1221,2563,,0,,212,506,29.4,,,0.023576435,673,NA,NA,NA,,,,,,,,
709,1753,4,2394,2652,4.3,709,1753,,0,,399,442,4.3,,,0.161197019,673,NA,NA,NA,,,,,,,,
709,2886,4,2394,2478,1.4,709,2886,,0,,399,413,1.4,,,0.495105129,673,NA,NA,NA,,,,,,,,
1753,1178,5,2658,2898,4,1753,1178,,0,,443,483,4,,,0.173286795,673,NA,NA,NA,,,,,,,,
1753,2726,5,2658,3294,10.6,1753,2726,,0,,443,549,10.6,,,0.065391243,673,NA,NA,NA,,,,,,,,
0,1504,1,18,444,7.1,0,1504,,0,,3,74,7.1,,,0.097626363,1504,3,132.2,0.02269289,,,,,,,,
2435,376,2,1338,1818,8,2435,376,,0,,223,303,8,,,0.086643398,1504,NA,NA,NA,,,,,,,,
1504,943,2,450,1428,16.3,1504,943,,0,,75,238,16.3,,,0.042524367,1504,NA,NA,NA,,,,,,,,
1504,2435,2,450,1338,14.8,1504,2435,,0,,75,223,14.8,,,0.046834269,1504,NA,NA,NA,,,,,,,,
2435,2436,2,1338,3294,32.6,2435,2436,,0,,223,549,32.6,,,0.021262183,1504,NA,NA,NA,,,,,,,,
943,1576,3,1434,3294,31,943,1576,,0,,239,549,31,,,0.022359586,1504,NA,NA,NA,,,,,,,,
943,2837,3,1434,2778,22.4,943,2837,,0,,239,463,22.4,,,0.030944071,1504,NA,NA,NA,,,,,,,,
0,403,1,1536,1764,3.8,0,403,,0,,256,294,3.8,,,0.182407153,403,7,64.3,0.108864697,,,,,,,,
403,1615,2,1770,2184,6.9,403,1615,,0,,295,364,6.9,,,0.100456113,403,NA,NA,NA,,,,,,,,
403,2849,2,1770,1812,0.7,403,2849,,0,,295,302,0.7,,,0.990210258,403,NA,NA,NA,,,,,,,,
1615,839,3,2190,2232,0.7,1615,839,,0,,365,372,0.7,,,0.990210258,403,NA,NA,NA,,,,,,,,
1615,2615,3,2190,3294,18.4,1615,2615,,0,,365,549,18.4,,,0.037671042,403,NA,NA,NA,,,,,,,,
839,857,4,2238,2346,1.8,839,857,,0,,373,391,1.8,,,0.385081767,403,NA,NA,NA,,,,,,,,
839,2626,4,2238,2670,7.2,839,2626,,0,,373,445,7.2,,,0.096270442,403,NA,NA,NA,,,,,,,,
857,1069,5,2352,2676,5.4,857,1069,,0,,392,446,5.4,,,0.128360589,403,NA,NA,NA,,,,,,,,
857,2699,5,2352,2460,1.8,857,2699,,0,,392,410,1.8,,,0.385081767,403,NA,NA,NA,,,,,,,,
1069,1355,6,2682,2952,4.5,1069,1355,,0,,447,492,4.5,,,0.154032707,403,NA,NA,NA,,,,,,,,
1069,2782,6,2682,2730,0.8,1069,2782,,0,,447,455,0.8,,,0.866433976,403,NA,NA,NA,,,,,,,,
2800,1471,7,3018,3240,3.7,2800,1471,,0,,503,540,3.7,,,0.187337076,403,NA,NA,NA,,,,,,,,
1355,2037,7,2958,3294,5.6,1355,2037,,0,,493,549,5.6,,,0.123776282,403,NA,NA,NA,,,,,,,,
1355,2800,7,2958,3018,1,1355,2800,,0,,493,503,1,,,0.693147181,403,NA,NA,NA,,,,,,,,
2800,2801,7,3018,3138,2,2800,2801,,0,,503,523,2,,,0.34657359,403,NA,NA,NA,,,,,,,,
0,690,1,624,666,0.7,0,690,,0,,104,111,0.7,,,0.990210258,690,3,92.2,0.032537961,,,,,,,,
690,691,2,672,1596,15.4,690,691,,0,,112,266,15.4,,,0.045009557,690,NA,NA,NA,,,,,,,,
2552,1591,2,1632,3294,27.7,2552,1591,,0,,272,549,27.7,,,0.025023364,690,NA,NA,NA,,,,,,,,
690,2552,2,672,1632,16,690,2552,,0,,112,272,16,,,0.043321699,690,NA,NA,NA,,,,,,,,
2552,2553,2,1632,2376,12.4,2552,2553,,0,,272,396,12.4,,,0.055898966,690,NA,NA,NA,,,,,,,,
691,420,3,1602,1824,3.7,691,420,,0,,267,304,3.7,,,0.187337076,690,NA,NA,NA,,,,,,,,
691,2449,3,1602,2580,16.3,691,2449,,0,,267,430,16.3,,,0.042524367,690,NA,NA,NA,,,,,,,,
0,499,1,18,552,8.9,0,499,,0,,3,92,8.9,,,0.077881706,499,4,133.1,0.030052592,,,,,,,,
2454,428,2,1620,1854,3.9,2454,428,,0,,270,309,3.9,,,0.177730046,499,NA,NA,NA,,,,,,,,
499,1523,2,558,1428,14.5,499,1523,,0,,93,238,14.5,,,0.047803254,499,NA,NA,NA,,,,,,,,
499,2454,2,558,1620,17.7,499,2454,,0,,93,270,17.7,,,0.039160858,499,NA,NA,NA,,,,,,,,
2454,2455,2,1620,2280,11,2454,2455,,0,,270,380,11,,,0.06301338,499,NA,NA,NA,,,,,,,,
1523,1575,3,1434,2376,15.7,1523,1575,,0,,239,396,15.7,,,0.044149502,499,NA,NA,NA,,,,,,,,
1523,2836,3,1434,3294,31,1523,2836,,0,,239,549,31,,,0.022359586,499,NA,NA,NA,,,,,,,,
1575,1750,4,2382,3294,15.2,1575,1750,,0,,397,549,15.2,,,0.045601788,499,NA,NA,NA,,,,,,,,
1575,2885,4,2382,3294,15.2,1575,2885,,0,,397,549,15.2,,,0.045601788,499,NA,NA,NA,,,,,,,,
0,498,1,18,840,13.7,0,498,,0,,3,140,13.7,,,0.050594685,498,2,65.2,0.030674847,,,,,,,,
498,518,2,846,1698,14.2,498,518,,0,,141,283,14.2,,,0.048813182,498,NA,NA,NA,,,,,,,,
498,2489,2,846,2268,23.7,498,2489,,0,,141,378,23.7,,,0.029246716,498,NA,NA,NA,,,,,,,,
518,457,3,1704,2052,5.8,518,457,,0,,284,342,5.8,,,0.119508135,498,NA,NA,NA,,,,,,,,
518,2466,3,1704,2172,7.8,518,2466,,0,,284,362,7.8,,,0.088865023,498,NA,NA,NA,,,,,,,,
0,492,1,18,174,2.6,0,492,,0,,3,29,2.6,,,0.266595069,492,6,174.4,0.03440367,,,,,,,,
2525,620,2,1974,2280,5.1,2525,620,,0,,329,380,5.1,,,0.135911212,492,NA,NA,NA,,,,,,,,
492,1510,2,180,1170,16.5,492,1510,,0,,30,195,16.5,,,0.04200892,492,NA,NA,NA,,,,,,,,
2524,1547,2,1074,1920,14.1,2524,1547,,0,,179,320,14.1,,,0.049159375,492,NA,NA,NA,,,,,,,,
492,2524,2,180,1074,14.9,492,2524,,0,,30,179,14.9,,,0.046519945,492,NA,NA,NA,,,,,,,,
2524,2525,2,1074,1974,15,2524,2525,,0,,179,329,15,,,0.046209812,492,NA,NA,NA,,,,,,,,
2525,2526,2,1974,2130,2.6,2525,2526,,0,,329,355,2.6,,,0.266595069,492,NA,NA,NA,,,,,,,,
1510,962,3,1176,2742,26.1,1510,962,,0,,196,457,26.1,,,0.026557363,492,NA,NA,NA,,,,,,,,
1547,1008,3,1926,2760,13.9,1547,1008,,0,,321,460,13.9,,,0.049866704,492,NA,NA,NA,,,,,,,,
2681,1385,3,2790,3120,5.5,2681,1385,,0,,465,520,5.5,,,0.12602676,492,NA,NA,NA,,,,,,,,
1510,2651,3,1176,3294,35.3,1510,2651,,0,,196,549,35.3,,,0.019635897,492,NA,NA,NA,,,,,,,,
1547,2681,3,1926,2790,14.4,1547,2681,,0,,321,465,14.4,,,0.048135221,492,NA,NA,NA,,,,,,,,
2681,2682,3,2790,3294,8.4,2681,2682,,0,,465,549,8.4,,,0.082517521,492,NA,NA,NA,,,,,,,,
0,494,1,18,744,12.1,0,494,,0,,3,124,12.1,,,0.057284891,494,8,114,0.070175439,,,,,,,,
2618,847,2,2214,2586,6.2,2618,847,,0,,369,431,6.2,,,0.111797932,494,NA,NA,NA,,,,,,,,
494,949,2,750,2664,31.9,494,949,,0,,125,444,31.9,,,0.021728752,494,NA,NA,NA,,,,,,,,
494,2618,2,750,2214,24.4,494,2618,,0,,125,369,24.4,,,0.028407671,494,NA,NA,NA,,,,,,,,
2618,2619,2,2214,2274,1,2618,2619,,0,,369,379,1,,,0.693147181,494,NA,NA,NA,,,,,,,,
847,1148,3,2592,2700,1.8,847,1148,,0,,432,450,1.8,,,0.385081767,494,NA,NA,NA,,,,,,,,
949,1860,3,2670,3294,10.4,949,1860,,0,,445,549,10.4,,,0.066648767,494,NA,NA,NA,,,,,,,,
847,2714,3,2592,2622,0.5,847,2714,,0,,432,437,0.5,,,1.386294361,494,NA,NA,NA,,,,,,,,
949,2901,3,2670,2850,3,949,2901,,0,,445,475,3,,,0.23104906,494,NA,NA,NA,,,,,,,,
1148,1188,4,2706,2850,2.4,1148,1188,,0,,451,475,2.4,,,0.288811325,494,NA,NA,NA,,,,,,,,
2731,1890,4,2706,2844,2.3,2731,1890,,0,,451,474,2.3,,,0.301368339,494,NA,NA,NA,,,,,,,,
1148,2731,4,2706,2706,0,1148,2731,,0,,451,451,0,,,Inf,494,NA,NA,NA,,,,,,,,
2731,2732,4,2706,2760,0.9,2731,2732,,0,,451,460,0.9,,,0.770163534,494,NA,NA,NA,,,,,,,,
2796,1447,5,2934,3072,2.3,2796,1447,,0,,489,512,2.3,,,0.301368339,494,NA,NA,NA,,,,,,,,
1890,1967,5,2850,3294,7.4,1890,1967,,0,,475,549,7.4,,,0.093668538,494,NA,NA,NA,,,,,,,,
1890,2796,5,2850,2934,1.4,1890,2796,,0,,475,489,1.4,,,0.495105129,494,NA,NA,NA,,,,,,,,
2796,2797,5,2934,3294,6,2796,2797,,0,,489,549,6,,,0.11552453,494,NA,NA,NA,,,,,,,,
0,500,1,18,564,9.1,0,500,,0,,3,94,9.1,,,0.07617002,500,2,115.7,0.017286085,,,,,,,,
500,1524,2,570,3294,45.4,500,1524,,0,,95,549,45.4,,,0.015267559,500,NA,NA,NA,,,,,,,,
2808,1569,2,1350,3294,32.4,2808,1569,,0,,225,549,32.4,,,0.021393431,500,NA,NA,NA,,,,,,,,
500,2808,2,570,1350,13,500,2808,,0,,95,225,13,,,0.053319014,500,NA,NA,NA,,,,,,,,
2808,2809,2,1350,2298,15.8,2808,2809,,0,,225,383,15.8,,,0.043870075,500,NA,NA,NA,,,,,,,,
0,501,1,18,900,14.7,0,501,,0,,3,150,14.7,,,0.047152869,501,4,105.6,0.037878788,,,,,,,,
2522,609,2,1920,2100,3,2522,609,,0,,320,350,3,,,0.23104906,501,NA,NA,NA,,,,,,,,
501,1540,2,906,1776,14.5,501,1540,,0,,151,296,14.5,,,0.047803254,501,NA,NA,NA,,,,,,,,
501,2522,2,906,1920,16.9,501,2522,,0,,151,320,16.9,,,0.041014626,501,NA,NA,NA,,,,,,,,
2522,2523,2,1920,2364,7.4,2522,2523,,0,,320,394,7.4,,,0.093668538,501,NA,NA,NA,,,,,,,,
609,813,3,2106,2610,8.4,609,813,,0,,351,435,8.4,,,0.082517521,501,NA,NA,NA,,,,,,,,
1540,996,3,1782,2676,14.9,1540,996,,0,,297,446,14.9,,,0.046519945,501,NA,NA,NA,,,,,,,,
609,2603,3,2106,2142,0.6,609,2603,,0,,351,357,0.6,,,1.155245301,501,NA,NA,NA,,,,,,,,
1540,2677,3,1782,3294,25.2,1540,2677,,0,,297,549,25.2,,,0.02750584,501,NA,NA,NA,,,,,,,,
0,503,1,18,516,8.3,0,503,,0,,3,86,8.3,,,0.083511709,503,2,113.2,0.017667845,,,,,,,,
2748,1245,2,1518,3204,28.1,2748,1245,,0,,253,534,28.1,,,0.024667159,503,NA,NA,NA,,,,,,,,
503,1519,2,522,3294,46.2,503,1519,,0,,87,549,46.2,,,0.015003186,503,NA,NA,NA,,,,,,,,
503,2748,2,522,1518,16.6,503,2748,,0,,87,253,16.6,,,0.041755854,503,NA,NA,NA,,,,,,,,
2748,2749,2,1518,2358,14,2748,2749,,0,,253,393,14,,,0.049510513,503,NA,NA,NA,,,,,,,,
0,1219,1,18,834,13.6,0,1219,,0,,3,139,13.6,,,0.050966704,1219,1,73.8,0.013550136,,,,,,,,
1219,517,2,840,2178,22.3,1219,517,,0,,140,363,22.3,,,0.031082833,1219,NA,NA,NA,,,,,,,,
1219,2488,2,840,3114,37.9,1219,2488,,0,,140,519,37.9,,,0.018288844,1219,NA,NA,NA,,,,,,,,
0,520,1,930,1374,7.4,0,520,,0,,155,229,7.4,,,0.093668538,520,1,55.6,0.017985612,,,,,,,,
520,1572,2,1380,3294,31.9,520,1572,,0,,230,549,31.9,,,0.021728752,520,NA,NA,NA,,,,,,,,
520,2833,2,1380,2358,16.3,520,2833,,0,,230,393,16.3,,,0.042524367,520,NA,NA,NA,,,,,,,,
0,1487,1,18,270,4.2,0,1487,,0,,3,45,4.2,,,0.165035043,1487,5,160.8,0.031094527,,,,,,,,
1487,679,2,276,1026,12.5,1487,679,,0,,46,171,12.5,,,0.055451774,1487,NA,NA,NA,,,,,,,,
2539,697,2,1050,2280,20.5,2539,697,,0,,175,380,20.5,,,0.033812058,1487,NA,NA,NA,,,,,,,,
1487,2539,2,276,1050,12.9,1487,2539,,0,,46,175,12.9,,,0.05373234,1487,NA,NA,NA,,,,,,,,
2539,2540,2,1050,3294,37.4,2539,2540,,0,,175,549,37.4,,,0.018533347,1487,NA,NA,NA,,,,,,,,
679,523,3,1032,2280,20.8,679,523,,0,,172,380,20.8,,,0.033324384,1487,NA,NA,NA,,,,,,,,
2490,767,3,1890,2622,12.2,2490,767,,0,,315,437,12.2,,,0.056815343,1487,NA,NA,NA,,,,,,,,
697,1053,3,2286,2874,9.8,697,1053,,0,,381,479,9.8,,,0.070729304,1487,NA,NA,NA,,,,,,,,
679,2490,3,1032,1890,14.3,679,2490,,0,,172,315,14.3,,,0.048471831,1487,NA,NA,NA,,,,,,,,
2490,2491,3,1890,2526,10.6,2490,2491,,0,,315,421,10.6,,,0.065391243,1487,NA,NA,NA,,,,,,,,
697,2693,3,2286,2622,5.6,697,2693,,0,,381,437,5.6,,,0.123776282,1487,NA,NA,NA,,,,,,,,
0,1506,1,18,414,6.6,0,1506,,0,,3,69,6.6,,,0.1050223,1506,5,162.8,0.030712531,,,,,,,,
2496,535,2,1302,2328,17.1,2496,535,,0,,217,388,17.1,,,0.040534923,1506,NA,NA,NA,,,,,,,,
1506,681,2,420,1440,17,1506,681,,0,,70,240,17,,,0.040773364,1506,NA,NA,NA,,,,,,,,
1506,2496,2,420,1302,14.7,1506,2496,,0,,70,217,14.7,,,0.047152869,1506,NA,NA,NA,,,,,,,,
2496,2497,2,1302,3288,33.1,2496,2497,,0,,217,548,33.1,,,0.020941002,1506,NA,NA,NA,,,,,,,,
681,1241,3,1446,2388,15.7,681,1241,,0,,241,398,15.7,,,0.044149502,1506,NA,NA,NA,,,,,,,,
681,2747,3,1446,2496,17.5,681,2747,,0,,241,416,17.5,,,0.03960841,1506,NA,NA,NA,,,,,,,,
1241,1313,4,2394,3246,14.2,1241,1313,,0,,399,541,14.2,,,0.048813182,1506,NA,NA,NA,,,,,,,,
2772,1758,4,2412,3294,14.7,2772,1758,,0,,402,549,14.7,,,0.047152869,1506,NA,NA,NA,,,,,,,,
1241,2772,4,2394,2412,0.3,1241,2772,,0,,399,402,0.3,,,2.310490602,1506,NA,NA,NA,,,,,,,,
2772,2773,4,2412,3126,11.9,2772,2773,,0,,402,521,11.9,,,0.058247662,1506,NA,NA,NA,,,,,,,,
0,1498,1,18,612,9.9,0,1498,,0,,3,102,9.9,,,0.070014867,1498,5,160.7,0.031113877,,,,,,,,
2506,548,2,1488,2154,11.1,2506,548,,0,,248,359,11.1,,,0.062445692,1498,NA,NA,NA,,,,,,,,
1498,946,2,618,1452,13.9,1498,946,,0,,103,242,13.9,,,0.049866704,1498,NA,NA,NA,,,,,,,,
2505,1579,2,1482,3294,30.2,2505,1579,,0,,247,549,30.2,,,0.022951893,1498,NA,NA,NA,,,,,,,,
1498,2505,2,618,1482,14.4,1498,2505,,0,,103,247,14.4,,,0.048135221,1498,NA,NA,NA,,,,,,,,
2505,2506,2,1482,1488,0.1,2505,2506,,0,,247,248,0.1,,,6.931471806,1498,NA,NA,NA,,,,,,,,
2506,2507,2,1488,3294,30.1,2506,2507,,0,,248,549,30.1,,,0.023028146,1498,NA,NA,NA,,,,,,,,
946,547,3,1458,2340,14.7,946,547,,0,,243,390,14.7,,,0.047152869,1498,NA,NA,NA,,,,,,,,
946,2504,3,1458,2676,20.3,946,2504,,0,,243,446,20.3,,,0.034145181,1498,NA,NA,NA,,,,,,,,
547,1736,4,2346,3294,15.8,547,1736,,0,,391,549,15.8,,,0.043870075,1498,NA,NA,NA,,,,,,,,
547,2882,4,2346,2358,0.2,547,2882,,0,,391,393,0.2,,,3.465735903,1498,NA,NA,NA,,,,,,,,
0,936,1,18,522,8.4,0,936,,0,,3,87,8.4,,,0.082517521,936,3,113,0.026548673,,,,,,,,
2511,555,2,1578,2094,8.6,2511,555,,0,,263,349,8.6,,,0.080598509,936,NA,NA,NA,,,,,,,,
936,686,2,528,1764,20.6,936,686,,0,,88,294,20.6,,,0.033647921,936,NA,NA,NA,,,,,,,,
936,2511,2,528,1578,17.5,936,2511,,0,,88,263,17.5,,,0.03960841,936,NA,NA,NA,,,,,,,,
2511,2512,2,1578,2736,19.3,2511,2512,,0,,263,456,19.3,,,0.035914362,936,NA,NA,NA,,,,,,,,
686,1612,3,1770,3294,25.4,686,1612,,0,,295,549,25.4,,,0.027289259,936,NA,NA,NA,,,,,,,,
686,2846,3,1770,2562,13.2,686,2846,,0,,295,427,13.2,,,0.05251115,936,NA,NA,NA,,,,,,,,
0,1238,1,1392,1662,4.5,0,1238,,0,,232,277,4.5,,,0.154032707,1238,3,86.9,0.03452244,,,,,,,,
1238,1597,2,1668,1698,0.5,1238,1597,,0,,278,283,0.5,,,1.386294361,1238,NA,NA,NA,,,,,,,,
1238,2844,2,1668,3270,26.7,1238,2844,,0,,278,545,26.7,,,0.025960569,1238,NA,NA,NA,,,,,,,,
1597,569,3,1704,1938,3.9,1597,569,,0,,284,323,3.9,,,0.177730046,1238,NA,NA,NA,,,,,,,,
1597,2513,3,1704,3294,26.5,1597,2513,,0,,284,549,26.5,,,0.026156497,1238,NA,NA,NA,,,,,,,,
569,1636,4,1944,3294,22.5,569,1636,,0,,324,549,22.5,,,0.030806541,1238,NA,NA,NA,,,,,,,,
569,2860,4,1944,2082,2.3,569,2860,,0,,324,347,2.3,,,0.301368339,1238,NA,NA,NA,,,,,,,,
0,1534,1,708,1614,15.1,0,1534,,0,,118,269,15.1,,,0.045903787,1534,4,80.9,0.049443758,,,,,,,,
1534,739,2,1620,2088,7.8,1534,739,,0,,270,348,7.8,,,0.088865023,1534,NA,NA,NA,,,,,,,,
2581,1794,2,2514,3294,13,2581,1794,,0,,419,549,13,,,0.053319014,1534,NA,NA,NA,,,,,,,,
1534,2581,2,1620,2514,14.9,1534,2581,,0,,270,419,14.9,,,0.046519945,1534,NA,NA,NA,,,,,,,,
2581,2582,2,2514,3282,12.8,2581,2582,,0,,419,547,12.8,,,0.054152123,1534,NA,NA,NA,,,,,,,,
739,655,3,2094,2358,4.4,739,655,,0,,349,393,4.4,,,0.15753345,1534,NA,NA,NA,,,,,,,,
2533,660,3,2148,2364,3.6,2533,660,,0,,358,394,3.6,,,0.192540883,1534,NA,NA,NA,,,,,,,,
739,2533,3,2094,2148,0.9,739,2533,,0,,349,358,0.9,,,0.770163534,1534,NA,NA,NA,,,,,,,,
2533,2534,3,2148,2652,8.4,2533,2534,,0,,358,442,8.4,,,0.082517521,1534,NA,NA,NA,,,,,,,,
