Birth frame,Birth ID,End frame,End ID,End of Movie,Died1,FUCCI_ON_FRAME,Questionable1,Questionable2,Notes,Birthtimeh,Lifetimeh,EOM,died,G1_time,S_G2_M_time,Match
59,A,130,D,,,82,,,,15.2,18.3,FALSE,FALSE,5.9,12.4,
59,B,127,B,,,84,,,,15.2,17.6,FALSE,FALSE,6.5,11.1,
59,B,121,G,,,88,,,,15.2,16,FALSE,FALSE,7.5,8.5,
60,A,144,C,,,88,,,,15.5,21.7,FALSE,FALSE,7.2,14.5,
60,A,173,A,,,109,,,,15.5,29.2,FALSE,FALSE,12.7,16.5,
60,B,454,,TRUE,,210,,,FUCCI fades at frame 268,15.5,101.8,TRUE,FALSE,38.8,63,
60,B,275,B,,,227,,,,15.5,55.5,FALSE,FALSE,43.1,12.4,
61,A,125,E,,,90,,,,15.8,16.5,FALSE,FALSE,7.5,9,
61,A,133,E,,,90,,,,15.8,18.6,FALSE,FALSE,7.5,11.1,
61,B,134,E,,,96,,,,15.8,18.9,FALSE,FALSE,9,9.8,
61,B,142,F,,,99,,,,15.8,20.9,FALSE,FALSE,9.8,11.1,
62,A,128,B,,,85,,,,16,17.1,FALSE,FALSE,5.9,11.1,
62,A,122,F,,,88,,,,16,15.5,FALSE,FALSE,6.7,8.8,
62,B,161,B,,,100,,TRUE,It is not clear if the cell divides properly,16,25.6,FALSE,FALSE,9.8,15.8,
62,B,156,C,,,105,,,,16,24.3,FALSE,FALSE,11.1,13.2,
63,A,167,A,,,99,,,,16.3,26.9,FALSE,FALSE,9.3,17.6,
63,A,168,C,,,103,,,,16.3,27.1,FALSE,FALSE,10.3,16.8,
63,B,141,A,,,99,,,,16.3,20.2,FALSE,FALSE,9.3,10.9,
63,B,150,C,,,102,,,,16.3,22.5,FALSE,FALSE,10.1,12.4,
63,C,130,E,,,97,,,,16.3,17.3,FALSE,FALSE,8.8,8.5,
63,C,181,B,,,124,,,,16.3,30.5,FALSE,FALSE,15.8,14.7,
64,A,133,F,,,97,,,,16.5,17.8,FALSE,FALSE,8.5,9.3,
64,A,148,B,,,99,,,,16.5,21.7,FALSE,FALSE,9,12.7,
64,B,175,B,,,95,,,,16.5,28.7,FALSE,FALSE,8,20.7,
64,B,171,B,,,101,,,,16.5,27.6,FALSE,FALSE,9.6,18.1,
64,C,163,A,,,99,,,,16.5,25.6,FALSE,FALSE,9,16.5,
64,C,162,B,,,103,,,,16.5,25.3,FALSE,FALSE,10.1,15.2,
65,A,145,A,,,97,,,,16.8,20.7,FALSE,FALSE,8.3,12.4,
65,A,145,B,,,99,,,,16.8,20.7,FALSE,FALSE,8.8,11.9,
65,B,159,A,,,103,,,,16.8,24.3,FALSE,FALSE,9.8,14.5,
65,B,187,B,,,135,,,,16.8,31.5,FALSE,FALSE,18.1,13.4,
65,C,139,B,,,99,,,,16.8,19.1,FALSE,FALSE,8.8,10.3,
65,C,151,A,,,101,,,,16.8,22.2,FALSE,FALSE,9.3,12.9,
66,B,133,G,,,94,,,,17.1,17.3,FALSE,FALSE,7.2,10.1,
66,B,141,B,,,95,,,,17.1,19.4,FALSE,FALSE,7.5,11.9,
66,C,454,,TRUE,,,TRUE,TRUE,Leaves focal plane at frame 309 but reappears,17.1,100.2,TRUE,FALSE,100.2,0,
66,C,454,,TRUE,,,,,,17.1,100.2,TRUE,FALSE,100.2,0,
66,D,201,A,,,137,,,,17.1,34.9,FALSE,FALSE,18.3,16.5,
66,D,199,B,,,143,,,,17.1,34.4,FALSE,FALSE,19.9,14.5,
67,B,147,C,,,97,,,,17.3,20.7,FALSE,FALSE,7.8,12.9,
67,B,174,A,,,105,,TRUE,Either undergoes apoptosis or disappears at frame 174,17.3,27.6,FALSE,FALSE,9.8,17.8,
67,C,231,A,,,174,,,,17.3,42.4,FALSE,FALSE,27.6,14.7,
67,C,337,A,,,273,,TRUE,Overlaps with another cell at frame 333,17.3,69.8,FALSE,FALSE,53.2,16.5,
67,D,152,C,,,110,,,,17.3,22,FALSE,FALSE,11.1,10.9,
67,D,207,B,,,156,,,,17.3,36.2,FALSE,FALSE,23,13.2,
68,C,154,A,,,105,,,,17.6,22.2,FALSE,FALSE,9.6,12.7,
68,C,159,B,,,111,,,,17.6,23.5,FALSE,FALSE,11.1,12.4,
68,D,193,A,,,128,,,,17.6,32.3,FALSE,FALSE,15.5,16.8,
68,D,189,A,,,134,,,,17.6,31.3,FALSE,FALSE,17.1,14.2,
68,E,166,A,,,94,,,,17.6,25.3,FALSE,FALSE,6.7,18.6,
68,E,167,B,,,94,TRUE,TRUE,FUCCI may have come on earlier but cell was out of the focal plane,17.6,25.6,FALSE,FALSE,6.7,18.9,
69,C,151,B,,,100,,,,17.8,21.2,FALSE,FALSE,8,13.2,
69,C,160,C,,,108,,,,17.8,23.5,FALSE,FALSE,10.1,13.4,
69,D,147,D,,,99,,,,17.8,20.2,FALSE,FALSE,7.8,12.4,
69,D,149,A,,,102,,,,17.8,20.7,FALSE,FALSE,8.5,12.1,
70,C,145,C,,,105,,,,18.1,19.4,FALSE,FALSE,9,10.3,
70,C,176,A,,,124,,,,18.1,27.4,FALSE,FALSE,14,13.4,
70,D,140,D,,,97,,,,18.1,18.1,FALSE,FALSE,7,11.1,
70,D,136,C,,,99,,,,18.1,17.1,FALSE,FALSE,7.5,9.6,
71,A,146,C,,,101,,,,18.3,19.4,FALSE,FALSE,7.8,11.6,
71,A,148,C,,,102,,,,18.3,19.9,FALSE,FALSE,8,11.9,
71,B,168,D,,,116,,,,18.3,25.1,FALSE,FALSE,11.6,13.4,
71,B,199,C,,,128,,TRUE,The end frame may have been later because the cell left the focal plane,18.3,33.1,FALSE,FALSE,14.7,18.3,
72,A,176,B,,,124,,,,18.6,26.9,FALSE,FALSE,13.4,13.4,
72,A,225,A,,,160,,,,18.6,39.5,FALSE,FALSE,22.7,16.8,
73,B,148,D,,,99,,,,18.9,19.4,FALSE,FALSE,6.7,12.7,
73,B,145,D,,,101,,,,18.9,18.6,FALSE,FALSE,7.2,11.4,
73,C,151,C,,,111,,,,18.9,20.2,FALSE,FALSE,9.8,10.3,
73,C,169,B,,,123,,,,18.9,24.8,FALSE,FALSE,12.9,11.9,
74,C,168,E,,,113,,,,19.1,24.3,FALSE,FALSE,10.1,14.2,
74,C,167,C,,,122,,,,19.1,24,FALSE,FALSE,12.4,11.6,
74,D,216,A,,,149,,,,19.1,36.7,FALSE,FALSE,19.4,17.3,
74,D,300,A,,,250,,,,19.1,58.4,FALSE,FALSE,45.5,12.9,
75,D,145,E,,,103,,,,19.4,18.1,FALSE,FALSE,7.2,10.9,
75,D,159,C,,,103,,,,19.4,21.7,FALSE,FALSE,7.2,14.5,
75,E,178,B,,,120,,,,19.4,26.6,FALSE,FALSE,11.6,15,
75,E,188,C,,,131,,,,19.4,29.2,FALSE,FALSE,14.5,14.7,
76,B,151,D,,,103,,,,19.6,19.4,FALSE,FALSE,7,12.4,
76,B,144,D,,,105,,,,19.6,17.6,FALSE,FALSE,7.5,10.1,
76,C,243,A,,,189,,,,19.6,43.1,FALSE,FALSE,29.2,14,
76,C,262,B,,,217,,,,19.6,48.1,FALSE,FALSE,36.4,11.6,
77,A,168,F,,,113,,,,19.9,23.5,FALSE,FALSE,9.3,14.2,
77,A,205,A,,,143,,,,19.9,33.1,FALSE,FALSE,17.1,16,
77,B,188,D,,,123,,,,19.9,28.7,FALSE,FALSE,11.9,16.8,
77,B,177,C,,,124,,,,19.9,25.8,FALSE,FALSE,12.1,13.7,
78,B,181,C,,,135,,,,20.2,26.6,FALSE,FALSE,14.7,11.9,
78,B,185,A,,,135,,,,20.2,27.6,FALSE,FALSE,14.7,12.9,
78,C,183,B,,,128,,,,20.2,27.1,FALSE,FALSE,12.9,14.2,
78,C,192,C,,,137,,,,20.2,29.5,FALSE,FALSE,15.2,14.2,
79,A,187,C,,,126,,,,20.4,27.9,FALSE,FALSE,12.1,15.8,
79,A,195,A,,,130,,,,20.4,30,FALSE,FALSE,13.2,16.8,
79,B,171,C,,,120,,,,20.4,23.8,FALSE,FALSE,10.6,13.2,
79,B,195,B,,,143,,,,20.4,30,FALSE,FALSE,16.5,13.4,
80,B,193,B,,,133,,,,20.7,29.2,FALSE,FALSE,13.7,15.5,
80,B,215,A,,,171,,,,20.7,34.9,FALSE,FALSE,23.5,11.4,
81,A,158,B,,,110,,,,20.9,19.9,FALSE,FALSE,7.5,12.4,
81,A,195,C,,,139,,TRUE,The end frame may have been later because the cell overlapped with another cell ,20.9,29.5,FALSE,FALSE,15,14.5,
81,B,193,C,,,132,,,,20.9,28.9,FALSE,FALSE,13.2,15.8,
81,B,193,D,,,132,,,,20.9,28.9,FALSE,FALSE,13.2,15.8,
82,A,241,A,,,192,,,,21.2,41.1,FALSE,FALSE,28.4,12.7,
82,A,250,A,,,207,,,,21.2,43.4,FALSE,FALSE,32.3,11.1,
82,B,172,B,,,113,,,,21.2,23.3,FALSE,FALSE,8,15.2,
82,B,200,A,,,147,,,,21.2,30.5,FALSE,FALSE,16.8,13.7,
83,A,186,A,,,132,,,,21.4,26.6,FALSE,FALSE,12.7,14,
83,A,199,D,,,150,,,,21.4,30,FALSE,FALSE,17.3,12.7,
83,B,196,A,,,141,,,,21.4,29.2,FALSE,FALSE,15,14.2,
83,B,265,A,,,226,,,,21.4,47,FALSE,FALSE,36.9,10.1,
84,A,188,E,,,124,,TRUE,Cell appears to divide abnormally; may have undergone apoptosis,21.7,26.9,FALSE,FALSE,10.3,16.5,
84,A,189,B,,,147,,,,21.7,27.1,FALSE,FALSE,16.3,10.9,
84,C,199,E,,,156,,,,21.7,29.7,FALSE,FALSE,18.6,11.1,
84,C,213,B,,,165,,,,21.7,33.3,FALSE,FALSE,20.9,12.4,
85,A,181,D,,,128,,,,22,24.8,FALSE,FALSE,11.1,13.7,
85,A,249,A,,,208,,,,22,42.4,FALSE,FALSE,31.8,10.6,
85,B,174,A,,,124,,,,22,23,FALSE,FALSE,10.1,12.9,
85,B,244,A,,,197,TRUE,TRUE,Cell disappears from the focal plane but reappears ,22,41.1,FALSE,FALSE,28.9,12.1,
86,A,255,A,,,206,,,,22.2,43.7,FALSE,FALSE,31,12.7,
86,A,263,A,,,210,,,,22.2,45.7,FALSE,FALSE,32,13.7,
86,B,173,B,,,125,TRUE,TRUE,Cell disappears from the focal plane but reappears ,22.2,22.5,FALSE,FALSE,10.1,12.4,
86,B,204,A,,,145,TRUE,TRUE,Cell disappears from the focal plane but reappears ,22.2,30.5,FALSE,FALSE,15.2,15.2,
87,A,163,B,,,122,,,,22.5,19.6,FALSE,FALSE,9,10.6,
87,A,175,C,,,130,,,,22.5,22.7,FALSE,FALSE,11.1,11.6,
87,B,299,A,,,253,,,,22.5,54.8,FALSE,FALSE,42.9,11.9,
87,B,454,,TRUE,,,TRUE,TRUE,Cell disappears from the focal plane but reappears multiple times,22.5,94.8,TRUE,FALSE,94.8,0,
88,A,204,B,,,142,,,,22.7,30,FALSE,FALSE,14,16,
88,A,240,A,,,192,,,,22.7,39.3,FALSE,FALSE,26.9,12.4,
88,B,189,C,,,124,,,,22.7,26.1,FALSE,FALSE,9.3,16.8,
88,B,191,B,,,135,,,,22.7,26.6,FALSE,FALSE,12.1,14.5,
89,A,219,C,,,124,,,,23,33.6,FALSE,FALSE,9,24.5,
89,A,201,B,,,130,,,,23,28.9,FALSE,FALSE,10.6,18.3,
89,B,170,A,,,121,,,,23,20.9,FALSE,FALSE,8.3,12.7,
89,B,176,C,,,126,,TRUE,End frame may be later because the cell leaves the focal plane,23,22.5,FALSE,FALSE,9.6,12.9,
90,A,183,C,,,128,,,,23.3,24,FALSE,FALSE,9.8,14.2,
90,A,207,C,,,132,,,,23.3,30.2,FALSE,FALSE,10.9,19.4,
90,B,242,B,,,188,,,,23.3,39.3,FALSE,FALSE,25.3,14,
90,B,454,,TRUE,,,,,,23.3,94,TRUE,FALSE,94,0,
91,A,179,A,,,132,,,,23.5,22.7,FALSE,FALSE,10.6,12.1,
91,A,182,A,,,132,,,,23.5,23.5,FALSE,FALSE,10.6,12.9,
92,A,202,B,,,164,,,,23.8,28.4,FALSE,FALSE,18.6,9.8,
92,A,241,B,,,204,,,,23.8,38.5,FALSE,FALSE,28.9,9.6,
93,A,179,B,,,122,,,,24,22.2,FALSE,FALSE,7.5,14.7,
93,A,454,,TRUE,,208,,,FUCCI fades at frame 280,24,93.3,TRUE,FALSE,29.7,63.6,
94,A,159,D,,,117,,,,24.3,16.8,FALSE,FALSE,5.9,10.9,
94,A,162,C,,,121,,,,24.3,17.6,FALSE,FALSE,7,10.6,
95,A,206,B,,,125,,,,24.5,28.7,FALSE,FALSE,7.8,20.9,
95,A,398,A,,,128,,TRUE,Lose track of cell on frame 398,24.5,78.3,FALSE,FALSE,8.5,69.8,
96,B,238,A,,,194,,,,24.8,36.7,FALSE,FALSE,25.3,11.4,
96,B,378,A,,,303,,,,24.8,72.9,FALSE,FALSE,53.5,19.4,
97,A,259,A,,,208,,,,25.1,41.9,FALSE,FALSE,28.7,13.2,
97,A,297,A,,,240,,,,25.1,51.7,FALSE,FALSE,36.9,14.7,
98,A,191,C,,,132,,,,25.3,24,FALSE,FALSE,8.8,15.2,
98,A,194,A,,,135,,,,25.3,24.8,FALSE,FALSE,9.6,15.2,
99,B,207,D,,,155,,,,25.6,27.9,FALSE,FALSE,14.5,13.4,
99,B,222,A,,,167,,,,25.6,31.8,FALSE,FALSE,17.6,14.2,
100,A,207,E,,,164,,,,25.8,27.6,FALSE,FALSE,16.5,11.1,
100,A,213,C,,,164,,,,25.8,29.2,FALSE,FALSE,16.5,12.7,
